Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
22/08/2020,Overijssel,23,Overleden,0,312
22/08/2020,Overijssel,23,Totaal,15,3408
22/08/2020,Overijssel,23,Ziekenhuisopname,0,550
23/08/2020,Overijssel,23,Overleden,0,312
23/08/2020,Overijssel,23,Totaal,13,3421
23/08/2020,Overijssel,23,Ziekenhuisopname,0,550
24/08/2020,Overijssel,23,Overleden,0,312
24/08/2020,Overijssel,23,Totaal,12,3433
24/08/2020,Overijssel,23,Ziekenhuisopname,0,550
25/08/2020,Overijssel,23,Overleden,0,312
25/08/2020,Overijssel,23,Totaal,5,3438
25/08/2020,Overijssel,23,Ziekenhuisopname,0,550
26/08/2020,Overijssel,23,Overleden,2,314
26/08/2020,Overijssel,23,Totaal,16,3454
26/08/2020,Overijssel,23,Ziekenhuisopname,2,552
27/08/2020,Overijssel,23,Overleden,0,314
27/08/2020,Overijssel,23,Totaal,6,3460
27/08/2020,Overijssel,23,Ziekenhuisopname,0,552
28/08/2020,Overijssel,23,Overleden,0,314
28/08/2020,Overijssel,23,Totaal,7,3467
28/08/2020,Overijssel,23,Ziekenhuisopname,0,552
29/08/2020,Overijssel,23,Overleden,0,314
29/08/2020,Overijssel,23,Totaal,13,3480
29/08/2020,Overijssel,23,Ziekenhuisopname,0,552
30/08/2020,Overijssel,23,Overleden,0,314
30/08/2020,Overijssel,23,Totaal,12,3492
30/08/2020,Overijssel,23,Ziekenhuisopname,0,552
31/08/2020,Overijssel,23,Overleden,0,314
31/08/2020,Overijssel,23,Totaal,10,3502
31/08/2020,Overijssel,23,Ziekenhuisopname,0,552
01/09/2020,Overijssel,23,Overleden,0,314
01/09/2020,Overijssel,23,Totaal,3,3505
01/09/2020,Overijssel,23,Ziekenhuisopname,0,552
02/09/2020,Overijssel,23,Overleden,0,314
02/09/2020,Overijssel,23,Totaal,18,3523
02/09/2020,Overijssel,23,Ziekenhuisopname,1,553
03/09/2020,Overijssel,23,Overleden,0,314
03/09/2020,Overijssel,23,Totaal,16,3539
03/09/2020,Overijssel,23,Ziekenhuisopname,0,553
04/09/2020,Overijssel,23,Overleden,0,314
04/09/2020,Overijssel,23,Totaal,9,3548
04/09/2020,Overijssel,23,Ziekenhuisopname,0,553
05/09/2020,Overijssel,23,Overleden,0,314
05/09/2020,Overijssel,23,Totaal,17,3565
05/09/2020,Overijssel,23,Ziekenhuisopname,0,553
06/09/2020,Overijssel,23,Overleden,0,314
06/09/2020,Overijssel,23,Totaal,24,3589
06/09/2020,Overijssel,23,Ziekenhuisopname,0,553
07/09/2020,Overijssel,23,Overleden,0,314
07/09/2020,Overijssel,23,Totaal,15,3604
07/09/2020,Overijssel,23,Ziekenhuisopname,0,553
08/09/2020,Overijssel,23,Overleden,0,314
08/09/2020,Overijssel,23,Totaal,13,3617
08/09/2020,Overijssel,23,Ziekenhuisopname,0,553
09/09/2020,Overijssel,23,Overleden,0,314
09/09/2020,Overijssel,23,Totaal,27,3644
09/09/2020,Overijssel,23,Ziekenhuisopname,0,553
10/09/2020,Overijssel,23,Overleden,0,314
10/09/2020,Overijssel,23,Totaal,24,3668
10/09/2020,Overijssel,23,Ziekenhuisopname,0,553
11/09/2020,Overijssel,23,Overleden,0,314
11/09/2020,Overijssel,23,Totaal,33,3701
11/09/2020,Overijssel,23,Ziekenhuisopname,0,553
12/09/2020,Overijssel,23,Overleden,0,314
12/09/2020,Overijssel,23,Totaal,17,3718
12/09/2020,Overijssel,23,Ziekenhuisopname,1,554
13/09/2020,Overijssel,23,Overleden,0,314
13/09/2020,Overijssel,23,Totaal,31,3749
13/09/2020,Overijssel,23,Ziekenhuisopname,0,554
14/09/2020,Overijssel,23,Overleden,0,314
14/09/2020,Overijssel,23,Totaal,44,3793
14/09/2020,Overijssel,23,Ziekenhuisopname,0,554
15/09/2020,Overijssel,23,Overleden,0,314
15/09/2020,Overijssel,23,Totaal,41,3834
15/09/2020,Overijssel,23,Ziekenhuisopname,0,554
16/09/2020,Overijssel,23,Overleden,0,314
16/09/2020,Overijssel,23,Totaal,44,3878
16/09/2020,Overijssel,23,Ziekenhuisopname,0,554
17/09/2020,Overijssel,23,Overleden,0,314
17/09/2020,Overijssel,23,Totaal,60,3938
17/09/2020,Overijssel,23,Ziekenhuisopname,0,554
18/09/2020,Overijssel,23,Overleden,0,314
18/09/2020,Overijssel,23,Totaal,40,3978
18/09/2020,Overijssel,23,Ziekenhuisopname,1,555
19/09/2020,Overijssel,23,Overleden,0,314
19/09/2020,Overijssel,23,Totaal,63,4041
19/09/2020,Overijssel,23,Ziekenhuisopname,1,556
20/09/2020,Overijssel,23,Overleden,0,314
20/09/2020,Overijssel,23,Totaal,71,4112
20/09/2020,Overijssel,23,Ziekenhuisopname,1,557
21/09/2020,Overijssel,23,Overleden,0,314
21/09/2020,Overijssel,23,Totaal,55,4167
21/09/2020,Overijssel,23,Ziekenhuisopname,0,557
22/09/2020,Overijssel,23,Overleden,0,314
22/09/2020,Overijssel,23,Totaal,64,4231
22/09/2020,Overijssel,23,Ziekenhuisopname,1,558
23/09/2020,Overijssel,23,Overleden,0,314
23/09/2020,Overijssel,23,Totaal,67,4298
23/09/2020,Overijssel,23,Ziekenhuisopname,1,559
24/09/2020,Overijssel,23,Overleden,7,321
24/09/2020,Overijssel,23,Totaal,117,4415
24/09/2020,Overijssel,23,Ziekenhuisopname,0,559
25/09/2020,Overijssel,23,Overleden,0,321
25/09/2020,Overijssel,23,Totaal,112,4527
25/09/2020,Overijssel,23,Ziekenhuisopname,1,560
26/09/2020,Overijssel,23,Overleden,21,342
26/09/2020,Overijssel,23,Totaal,88,4615
26/09/2020,Overijssel,23,Ziekenhuisopname,0,560
27/09/2020,Overijssel,23,Overleden,0,342
27/09/2020,Overijssel,23,Totaal,109,4724
27/09/2020,Overijssel,23,Ziekenhuisopname,3,563
28/09/2020,Overijssel,23,Overleden,0,342
28/09/2020,Overijssel,23,Totaal,86,4810
28/09/2020,Overijssel,23,Ziekenhuisopname,0,563
29/09/2020,Overijssel,23,Overleden,0,342
29/09/2020,Overijssel,23,Totaal,129,4939
29/09/2020,Overijssel,23,Ziekenhuisopname,1,564
30/09/2020,Overijssel,23,Overleden,1,343
30/09/2020,Overijssel,23,Totaal,126,5065
30/09/2020,Overijssel,23,Ziekenhuisopname,2,566
01/10/2020,Overijssel,23,Overleden,1,344
01/10/2020,Overijssel,23,Totaal,140,5205
01/10/2020,Overijssel,23,Ziekenhuisopname,3,569
02/10/2020,Overijssel,23,Overleden,0,344
02/10/2020,Overijssel,23,Totaal,249,5454
02/10/2020,Overijssel,23,Ziekenhuisopname,1,570
03/10/2020,Overijssel,23,Overleden,1,345
03/10/2020,Overijssel,23,Totaal,90,5544
03/10/2020,Overijssel,23,Ziekenhuisopname,2,572
04/10/2020,Overijssel,23,Overleden,1,346
04/10/2020,Overijssel,23,Totaal,176,5720
04/10/2020,Overijssel,23,Ziekenhuisopname,1,573
05/10/2020,Overijssel,23,Overleden,0,346
05/10/2020,Overijssel,23,Totaal,371,6091
05/10/2020,Overijssel,23,Ziekenhuisopname,3,576
06/10/2020,Overijssel,23,Overleden,1,347
06/10/2020,Overijssel,23,Totaal,221,6312
06/10/2020,Overijssel,23,Ziekenhuisopname,0,576
07/10/2020,Overijssel,23,Overleden,1,348
07/10/2020,Overijssel,23,Totaal,303,6615
07/10/2020,Overijssel,23,Ziekenhuisopname,3,579
08/10/2020,Overijssel,23,Overleden,0,348
08/10/2020,Overijssel,23,Totaal,294,6909
08/10/2020,Overijssel,23,Ziekenhuisopname,1,580
09/10/2020,Overijssel,23,Overleden,-1,347
09/10/2020,Overijssel,23,Totaal,259,7168
09/10/2020,Overijssel,23,Ziekenhuisopname,2,582
10/10/2020,Overijssel,23,Overleden,4,351
10/10/2020,Overijssel,23,Totaal,336,7504
10/10/2020,Overijssel,23,Ziekenhuisopname,1,583
11/10/2020,Overijssel,23,Overleden,2,353
11/10/2020,Overijssel,23,Totaal,345,7849
11/10/2020,Overijssel,23,Ziekenhuisopname,2,585
12/10/2020,Overijssel,23,Overleden,2,355
12/10/2020,Overijssel,23,Totaal,423,8272
12/10/2020,Overijssel,23,Ziekenhuisopname,4,589
13/10/2020,Overijssel,23,Overleden,2,357
13/10/2020,Overijssel,23,Totaal,452,8724
13/10/2020,Overijssel,23,Ziekenhuisopname,9,598
14/10/2020,Overijssel,23,Overleden,3,360
14/10/2020,Overijssel,23,Totaal,319,9043
14/10/2020,Overijssel,23,Ziekenhuisopname,0,598
15/10/2020,Overijssel,23,Overleden,0,360
15/10/2020,Overijssel,23,Totaal,284,9327
15/10/2020,Overijssel,23,Ziekenhuisopname,1,599
16/10/2020,Overijssel,23,Overleden,-1,359
16/10/2020,Overijssel,23,Totaal,628,9955
16/10/2020,Overijssel,23,Ziekenhuisopname,6,605
17/10/2020,Overijssel,23,Overleden,4,363
17/10/2020,Overijssel,23,Totaal,570,10525
17/10/2020,Overijssel,23,Ziekenhuisopname,3,608
18/10/2020,Overijssel,23,Overleden,0,363
18/10/2020,Overijssel,23,Totaal,471,10996
18/10/2020,Overijssel,23,Ziekenhuisopname,0,608
19/10/2020,Overijssel,23,Overleden,2,365
19/10/2020,Overijssel,23,Totaal,573,11569
19/10/2020,Overijssel,23,Ziekenhuisopname,3,611
20/10/2020,Overijssel,23,Overleden,7,372
20/10/2020,Overijssel,23,Totaal,458,12027
20/10/2020,Overijssel,23,Ziekenhuisopname,0,611
21/10/2020,Overijssel,23,Overleden,3,375
21/10/2020,Overijssel,23,Totaal,413,12440
21/10/2020,Overijssel,23,Ziekenhuisopname,3,614
22/10/2020,Overijssel,23,Overleden,2,377
22/10/2020,Overijssel,23,Totaal,482,12922
22/10/2020,Overijssel,23,Ziekenhuisopname,4,618
23/10/2020,Overijssel,23,Overleden,6,383
23/10/2020,Overijssel,23,Totaal,909,13831
23/10/2020,Overijssel,23,Ziekenhuisopname,1,619
24/10/2020,Overijssel,23,Overleden,0,383
24/10/2020,Overijssel,23,Totaal,774,14605
24/10/2020,Overijssel,23,Ziekenhuisopname,0,619
25/10/2020,Overijssel,23,Overleden,1,384
25/10/2020,Overijssel,23,Totaal,845,15450
25/10/2020,Overijssel,23,Ziekenhuisopname,0,619
26/10/2020,Overijssel,23,Overleden,1,385
26/10/2020,Overijssel,23,Totaal,663,16113
26/10/2020,Overijssel,23,Ziekenhuisopname,3,622
27/10/2020,Overijssel,23,Overleden,2,387
27/10/2020,Overijssel,23,Totaal,691,16804
27/10/2020,Overijssel,23,Ziekenhuisopname,0,622
28/10/2020,Overijssel,23,Overleden,10,397
28/10/2020,Overijssel,23,Totaal,379,17183
28/10/2020,Overijssel,23,Ziekenhuisopname,2,624
29/10/2020,Overijssel,23,Overleden,1,398
29/10/2020,Overijssel,23,Totaal,703,17886
29/10/2020,Overijssel,23,Ziekenhuisopname,0,624
30/10/2020,Overijssel,23,Overleden,7,405
30/10/2020,Overijssel,23,Totaal,892,18778
30/10/2020,Overijssel,23,Ziekenhuisopname,1,625
31/10/2020,Overijssel,23,Overleden,1,406
31/10/2020,Overijssel,23,Totaal,872,19650
31/10/2020,Overijssel,23,Ziekenhuisopname,2,627
01/11/2020,Overijssel,23,Overleden,1,407
01/11/2020,Overijssel,23,Totaal,572,20222
01/11/2020,Overijssel,23,Ziekenhuisopname,0,627
02/11/2020,Overijssel,23,Overleden,3,410
02/11/2020,Overijssel,23,Totaal,414,20636
02/11/2020,Overijssel,23,Ziekenhuisopname,6,633
03/11/2020,Overijssel,23,Overleden,3,413
03/11/2020,Overijssel,23,Totaal,390,21026
03/11/2020,Overijssel,23,Ziekenhuisopname,1,634
04/11/2020,Overijssel,23,Overleden,9,422
04/11/2020,Overijssel,23,Totaal,581,21607
04/11/2020,Overijssel,23,Ziekenhuisopname,8,642
05/11/2020,Overijssel,23,Overleden,5,427
05/11/2020,Overijssel,23,Totaal,469,22076
05/11/2020,Overijssel,23,Ziekenhuisopname,6,648
06/11/2020,Overijssel,23,Overleden,6,433
06/11/2020,Overijssel,23,Totaal,616,22692
06/11/2020,Overijssel,23,Ziekenhuisopname,0,648
07/11/2020,Overijssel,23,Overleden,8,441
07/11/2020,Overijssel,23,Totaal,466,23158
07/11/2020,Overijssel,23,Ziekenhuisopname,2,650
08/11/2020,Overijssel,23,Overleden,4,445
08/11/2020,Overijssel,23,Totaal,432,23590
08/11/2020,Overijssel,23,Ziekenhuisopname,5,655
09/11/2020,Overijssel,23,Overleden,2,447
09/11/2020,Overijssel,23,Totaal,225,23815
09/11/2020,Overijssel,23,Ziekenhuisopname,9,664
10/11/2020,Overijssel,23,Overleden,4,451
10/11/2020,Overijssel,23,Totaal,431,24246
10/11/2020,Overijssel,23,Ziekenhuisopname,4,668
11/11/2020,Overijssel,23,Overleden,8,459
11/11/2020,Overijssel,23,Totaal,303,24549
11/11/2020,Overijssel,23,Ziekenhuisopname,7,675
12/11/2020,Overijssel,23,Overleden,10,469
12/11/2020,Overijssel,23,Totaal,485,25034
12/11/2020,Overijssel,23,Ziekenhuisopname,2,677
13/11/2020,Overijssel,23,Overleden,2,471
13/11/2020,Overijssel,23,Totaal,503,25537
13/11/2020,Overijssel,23,Ziekenhuisopname,9,686
14/11/2020,Overijssel,23,Overleden,6,477
14/11/2020,Overijssel,23,Totaal,357,25894
14/11/2020,Overijssel,23,Ziekenhuisopname,8,694
15/11/2020,Overijssel,23,Overleden,0,477
15/11/2020,Overijssel,23,Totaal,423,26317
15/11/2020,Overijssel,23,Ziekenhuisopname,1,695
16/11/2020,Overijssel,23,Overleden,4,481
16/11/2020,Overijssel,23,Totaal,213,26530
16/11/2020,Overijssel,23,Ziekenhuisopname,1,696
17/11/2020,Overijssel,23,Overleden,6,487
17/11/2020,Overijssel,23,Totaal,345,26875
17/11/2020,Overijssel,23,Ziekenhuisopname,3,699
18/11/2020,Overijssel,23,Overleden,7,494
18/11/2020,Overijssel,23,Totaal,258,27133
18/11/2020,Overijssel,23,Ziekenhuisopname,2,701
19/11/2020,Overijssel,23,Overleden,7,501
19/11/2020,Overijssel,23,Totaal,430,27563
19/11/2020,Overijssel,23,Ziekenhuisopname,1,702
20/11/2020,Overijssel,23,Overleden,5,506
20/11/2020,Overijssel,23,Totaal,312,27875
20/11/2020,Overijssel,23,Ziekenhuisopname,0,702
21/11/2020,Overijssel,23,Overleden,2,508
21/11/2020,Overijssel,23,Totaal,427,28302
21/11/2020,Overijssel,23,Ziekenhuisopname,1,703
22/11/2020,Overijssel,23,Overleden,2,510
22/11/2020,Overijssel,23,Totaal,257,28559
22/11/2020,Overijssel,23,Ziekenhuisopname,5,708
23/11/2020,Overijssel,23,Overleden,1,511
23/11/2020,Overijssel,23,Totaal,485,29044
23/11/2020,Overijssel,23,Ziekenhuisopname,4,712
24/11/2020,Overijssel,23,Overleden,2,513
24/11/2020,Overijssel,23,Totaal,339,29383
24/11/2020,Overijssel,23,Ziekenhuisopname,5,717
25/11/2020,Overijssel,23,Overleden,5,518
25/11/2020,Overijssel,23,Totaal,309,29692
25/11/2020,Overijssel,23,Ziekenhuisopname,1,718
26/11/2020,Overijssel,23,Overleden,5,523
26/11/2020,Overijssel,23,Totaal,294,29986
26/11/2020,Overijssel,23,Ziekenhuisopname,3,721
27/11/2020,Overijssel,23,Overleden,4,527
27/11/2020,Overijssel,23,Totaal,315,30301
27/11/2020,Overijssel,23,Ziekenhuisopname,9,730
28/11/2020,Overijssel,23,Overleden,6,533
28/11/2020,Overijssel,23,Totaal,391,30692
28/11/2020,Overijssel,23,Ziekenhuisopname,5,735
29/11/2020,Overijssel,23,Overleden,0,533
29/11/2020,Overijssel,23,Totaal,456,31148
29/11/2020,Overijssel,23,Ziekenhuisopname,0,735
30/11/2020,Overijssel,23,Overleden,1,534
30/11/2020,Overijssel,23,Totaal,504,31652
30/11/2020,Overijssel,23,Ziekenhuisopname,4,739
01/12/2020,Overijssel,23,Overleden,6,540
01/12/2020,Overijssel,23,Totaal,243,31895
01/12/2020,Overijssel,23,Ziekenhuisopname,3,742
02/12/2020,Overijssel,23,Overleden,4,544
02/12/2020,Overijssel,23,Totaal,394,32289
02/12/2020,Overijssel,23,Ziekenhuisopname,3,745
03/12/2020,Overijssel,23,Overleden,2,546
03/12/2020,Overijssel,23,Totaal,296,32585
03/12/2020,Overijssel,23,Ziekenhuisopname,1,746
04/12/2020,Overijssel,23,Overleden,6,552
04/12/2020,Overijssel,23,Totaal,379,32964
04/12/2020,Overijssel,23,Ziekenhuisopname,3,749
05/12/2020,Overijssel,23,Overleden,2,554
05/12/2020,Overijssel,23,Totaal,378,33342
05/12/2020,Overijssel,23,Ziekenhuisopname,2,751
06/12/2020,Overijssel,23,Overleden,2,556
06/12/2020,Overijssel,23,Totaal,474,33816
06/12/2020,Overijssel,23,Ziekenhuisopname,2,753
07/12/2020,Overijssel,23,Overleden,0,556
07/12/2020,Overijssel,23,Totaal,637,34453
07/12/2020,Overijssel,23,Ziekenhuisopname,6,759
08/12/2020,Overijssel,23,Overleden,5,561
08/12/2020,Overijssel,23,Totaal,526,34979
08/12/2020,Overijssel,23,Ziekenhuisopname,1,760
09/12/2020,Overijssel,23,Overleden,3,564
09/12/2020,Overijssel,23,Totaal,488,35467
09/12/2020,Overijssel,23,Ziekenhuisopname,7,767
10/12/2020,Overijssel,23,Overleden,2,566
10/12/2020,Overijssel,23,Totaal,667,36134
10/12/2020,Overijssel,23,Ziekenhuisopname,5,772
11/12/2020,Overijssel,23,Overleden,6,572
11/12/2020,Overijssel,23,Totaal,427,36561
11/12/2020,Overijssel,23,Ziekenhuisopname,4,776
12/12/2020,Overijssel,23,Overleden,3,575
12/12/2020,Overijssel,23,Totaal,682,37243
12/12/2020,Overijssel,23,Ziekenhuisopname,7,783
13/12/2020,Overijssel,23,Overleden,0,575
13/12/2020,Overijssel,23,Totaal,697,37940
13/12/2020,Overijssel,23,Ziekenhuisopname,6,789
14/12/2020,Overijssel,23,Overleden,0,575
14/12/2020,Overijssel,23,Totaal,512,38452
14/12/2020,Overijssel,23,Ziekenhuisopname,1,790
15/12/2020,Overijssel,23,Overleden,6,581
15/12/2020,Overijssel,23,Totaal,599,39051
15/12/2020,Overijssel,23,Ziekenhuisopname,1,791
16/12/2020,Overijssel,23,Overleden,4,585
16/12/2020,Overijssel,23,Totaal,827,39878
16/12/2020,Overijssel,23,Ziekenhuisopname,10,801
17/12/2020,Overijssel,23,Overleden,3,588
17/12/2020,Overijssel,23,Totaal,1132,41010
17/12/2020,Overijssel,23,Ziekenhuisopname,7,808
18/12/2020,Overijssel,23,Overleden,4,592
18/12/2020,Overijssel,23,Totaal,811,41821
18/12/2020,Overijssel,23,Ziekenhuisopname,5,813
19/12/2020,Overijssel,23,Overleden,1,593
19/12/2020,Overijssel,23,Totaal,1398,43219
19/12/2020,Overijssel,23,Ziekenhuisopname,3,816
20/12/2020,Overijssel,23,Overleden,2,595
20/12/2020,Overijssel,23,Totaal,1179,44398
20/12/2020,Overijssel,23,Ziekenhuisopname,6,822
21/12/2020,Overijssel,23,Overleden,3,598
21/12/2020,Overijssel,23,Totaal,878,45276
21/12/2020,Overijssel,23,Ziekenhuisopname,5,827
22/12/2020,Overijssel,23,Overleden,10,608
22/12/2020,Overijssel,23,Totaal,793,46069
22/12/2020,Overijssel,23,Ziekenhuisopname,3,830
23/12/2020,Overijssel,23,Overleden,10,618
23/12/2020,Overijssel,23,Totaal,696,46765
23/12/2020,Overijssel,23,Ziekenhuisopname,11,841
24/12/2020,Overijssel,23,Overleden,7,625
24/12/2020,Overijssel,23,Totaal,1020,47785
24/12/2020,Overijssel,23,Ziekenhuisopname,4,845
25/12/2020,Overijssel,23,Overleden,12,637
25/12/2020,Overijssel,23,Totaal,1316,49101
25/12/2020,Overijssel,23,Ziekenhuisopname,7,852
26/12/2020,Overijssel,23,Overleden,2,639
26/12/2020,Overijssel,23,Totaal,857,49958
26/12/2020,Overijssel,23,Ziekenhuisopname,2,854
27/12/2020,Overijssel,23,Overleden,6,645
27/12/2020,Overijssel,23,Totaal,669,50627
27/12/2020,Overijssel,23,Ziekenhuisopname,6,860
28/12/2020,Overijssel,23,Overleden,5,650
28/12/2020,Overijssel,23,Totaal,483,51110
28/12/2020,Overijssel,23,Ziekenhuisopname,3,863
29/12/2020,Overijssel,23,Overleden,11,661
29/12/2020,Overijssel,23,Totaal,951,52061
29/12/2020,Overijssel,23,Ziekenhuisopname,11,874
30/12/2020,Overijssel,23,Overleden,18,679
30/12/2020,Overijssel,23,Totaal,928,52989
30/12/2020,Overijssel,23,Ziekenhuisopname,8,882
31/12/2020,Overijssel,23,Overleden,7,686
31/12/2020,Overijssel,23,Totaal,1030,54019
31/12/2020,Overijssel,23,Ziekenhuisopname,9,891
01/01/2021,Overijssel,23,Overleden,8,694
01/01/2021,Overijssel,23,Totaal,900,54919
01/01/2021,Overijssel,23,Ziekenhuisopname,7,898
02/01/2021,Overijssel,23,Overleden,5,699
02/01/2021,Overijssel,23,Totaal,738,55657
02/01/2021,Overijssel,23,Ziekenhuisopname,8,906
03/01/2021,Overijssel,23,Overleden,3,702
03/01/2021,Overijssel,23,Totaal,675,56332
03/01/2021,Overijssel,23,Ziekenhuisopname,6,912
04/01/2021,Overijssel,23,Overleden,5,707
04/01/2021,Overijssel,23,Totaal,533,56865
04/01/2021,Overijssel,23,Ziekenhuisopname,2,914
05/01/2021,Overijssel,23,Overleden,23,730
05/01/2021,Overijssel,23,Totaal,644,57509
05/01/2021,Overijssel,23,Ziekenhuisopname,12,926
06/01/2021,Overijssel,23,Overleden,13,743
06/01/2021,Overijssel,23,Totaal,663,58172
06/01/2021,Overijssel,23,Ziekenhuisopname,5,931
07/01/2021,Overijssel,23,Overleden,15,758
07/01/2021,Overijssel,23,Totaal,881,59053
07/01/2021,Overijssel,23,Ziekenhuisopname,8,939
08/01/2021,Overijssel,23,Overleden,9,767
08/01/2021,Overijssel,23,Totaal,932,59985
08/01/2021,Overijssel,23,Ziekenhuisopname,3,942
09/01/2021,Overijssel,23,Overleden,15,782
09/01/2021,Overijssel,23,Totaal,624,60609
09/01/2021,Overijssel,23,Ziekenhuisopname,4,946
10/01/2021,Overijssel,23,Overleden,8,790
10/01/2021,Overijssel,23,Totaal,733,61342
10/01/2021,Overijssel,23,Ziekenhuisopname,6,952
11/01/2021,Overijssel,23,Overleden,6,796
11/01/2021,Overijssel,23,Totaal,444,61786
11/01/2021,Overijssel,23,Ziekenhuisopname,3,955
12/01/2021,Overijssel,23,Overleden,23,819
12/01/2021,Overijssel,23,Totaal,374,62160
12/01/2021,Overijssel,23,Ziekenhuisopname,2,957
13/01/2021,Overijssel,23,Overleden,8,827
13/01/2021,Overijssel,23,Totaal,599,62759
13/01/2021,Overijssel,23,Ziekenhuisopname,4,961
14/01/2021,Overijssel,23,Overleden,7,834
14/01/2021,Overijssel,23,Totaal,517,63276
14/01/2021,Overijssel,23,Ziekenhuisopname,6,967
15/01/2021,Overijssel,23,Overleden,8,842
15/01/2021,Overijssel,23,Totaal,459,63735
15/01/2021,Overijssel,23,Ziekenhuisopname,10,977
16/01/2021,Overijssel,23,Overleden,15,857
16/01/2021,Overijssel,23,Totaal,440,64175
16/01/2021,Overijssel,23,Ziekenhuisopname,5,982
17/01/2021,Overijssel,23,Overleden,11,868
17/01/2021,Overijssel,23,Totaal,461,64636
17/01/2021,Overijssel,23,Ziekenhuisopname,10,992
18/01/2021,Overijssel,23,Overleden,2,870
18/01/2021,Overijssel,23,Totaal,404,65040
18/01/2021,Overijssel,23,Ziekenhuisopname,1,993
19/01/2021,Overijssel,23,Overleden,13,883
19/01/2021,Overijssel,23,Totaal,394,65434
19/01/2021,Overijssel,23,Ziekenhuisopname,14,1007
20/01/2021,Overijssel,23,Overleden,5,888
20/01/2021,Overijssel,23,Totaal,461,65895
20/01/2021,Overijssel,23,Ziekenhuisopname,8,1015
21/01/2021,Overijssel,23,Overleden,11,899
21/01/2021,Overijssel,23,Totaal,462,66357
21/01/2021,Overijssel,23,Ziekenhuisopname,9,1024
22/01/2021,Overijssel,23,Overleden,2,901
22/01/2021,Overijssel,23,Totaal,474,66831
22/01/2021,Overijssel,23,Ziekenhuisopname,2,1026
23/01/2021,Overijssel,23,Overleden,7,908
23/01/2021,Overijssel,23,Totaal,423,67254
23/01/2021,Overijssel,23,Ziekenhuisopname,1,1027
24/01/2021,Overijssel,23,Overleden,1,909
24/01/2021,Overijssel,23,Totaal,411,67665
24/01/2021,Overijssel,23,Ziekenhuisopname,1,1028
25/01/2021,Overijssel,23,Overleden,0,909
25/01/2021,Overijssel,23,Totaal,352,68017
25/01/2021,Overijssel,23,Ziekenhuisopname,2,1030
26/01/2021,Overijssel,23,Overleden,10,919
26/01/2021,Overijssel,23,Totaal,269,68286
26/01/2021,Overijssel,23,Ziekenhuisopname,2,1032
27/01/2021,Overijssel,23,Overleden,7,926
27/01/2021,Overijssel,23,Totaal,378,68664
27/01/2021,Overijssel,23,Ziekenhuisopname,4,1036
28/01/2021,Overijssel,23,Overleden,6,932
28/01/2021,Overijssel,23,Totaal,270,68934
28/01/2021,Overijssel,23,Ziekenhuisopname,5,1041
29/01/2021,Overijssel,23,Overleden,3,935
29/01/2021,Overijssel,23,Totaal,309,69243
29/01/2021,Overijssel,23,Ziekenhuisopname,3,1044
30/01/2021,Overijssel,23,Overleden,10,945
30/01/2021,Overijssel,23,Totaal,334,69577
30/01/2021,Overijssel,23,Ziekenhuisopname,3,1047
31/01/2021,Overijssel,23,Overleden,3,948
31/01/2021,Overijssel,23,Totaal,277,69854
31/01/2021,Overijssel,23,Ziekenhuisopname,3,1050
01/02/2021,Overijssel,23,Overleden,1,949
01/02/2021,Overijssel,23,Totaal,161,70015
01/02/2021,Overijssel,23,Ziekenhuisopname,1,1051
02/02/2021,Overijssel,23,Overleden,6,955
02/02/2021,Overijssel,23,Totaal,214,70229
02/02/2021,Overijssel,23,Ziekenhuisopname,2,1053
03/02/2021,Overijssel,23,Overleden,10,965
03/02/2021,Overijssel,23,Totaal,272,70501
03/02/2021,Overijssel,23,Ziekenhuisopname,6,1059
04/02/2021,Overijssel,23,Overleden,4,969
04/02/2021,Overijssel,23,Totaal,226,70727
04/02/2021,Overijssel,23,Ziekenhuisopname,2,1061
05/02/2021,Overijssel,23,Overleden,4,973
05/02/2021,Overijssel,23,Totaal,278,71005
05/02/2021,Overijssel,23,Ziekenhuisopname,4,1065
06/02/2021,Overijssel,23,Overleden,2,975
06/02/2021,Overijssel,23,Totaal,206,71211
06/02/2021,Overijssel,23,Ziekenhuisopname,2,1067
07/02/2021,Overijssel,23,Overleden,3,978
07/02/2021,Overijssel,23,Totaal,234,71445
07/02/2021,Overijssel,23,Ziekenhuisopname,3,1070
08/02/2021,Overijssel,23,Overleden,1,979
08/02/2021,Overijssel,23,Totaal,133,71578
08/02/2021,Overijssel,23,Ziekenhuisopname,0,1070
09/02/2021,Overijssel,23,Overleden,4,983
09/02/2021,Overijssel,23,Totaal,51,71629
09/02/2021,Overijssel,23,Ziekenhuisopname,3,1073
10/02/2021,Overijssel,23,Overleden,2,985
10/02/2021,Overijssel,23,Totaal,293,71922
10/02/2021,Overijssel,23,Ziekenhuisopname,5,1078
11/02/2021,Overijssel,23,Overleden,5,990
11/02/2021,Overijssel,23,Totaal,193,72115
11/02/2021,Overijssel,23,Ziekenhuisopname,5,1083
12/02/2021,Overijssel,23,Overleden,4,994
12/02/2021,Overijssel,23,Totaal,219,72334
12/02/2021,Overijssel,23,Ziekenhuisopname,1,1084
13/02/2021,Overijssel,23,Overleden,2,996
13/02/2021,Overijssel,23,Totaal,251,72585
13/02/2021,Overijssel,23,Ziekenhuisopname,3,1087
14/02/2021,Overijssel,23,Overleden,1,997
